feature,pearson,pearson p-value,pearson CI95%,spearman,spearman p-value,spearman CI95%,n
F4_lowalpha_spectral_flatness,-0.05151990742101023,0.6499315873312119,[-0.27  0.17],-0.09820185027706349,0.3861516329716954,[-0.31  0.12],82.0
F4_lowalpha_spectral_edge_frequency,,,,,,,82.0
F4_lowalpha_spectral_diff,-0.16118039997792524,0.153202783809867,[-0.37  0.06],-0.15151517511546628,0.1797178621885292,[-0.36  0.07],82.0
F4_highalpha_relative_power,0.05985651921156681,0.5979017618129853,[-0.16  0.28],0.007899301973510934,0.9445577318326,[-0.21  0.23],82.0
F4_highalpha_spectral_entropy,-0.04085198125731208,0.7190036097843693,[-0.26  0.18],-0.021972160077571627,0.8466024186577079,[-0.24  0.2 ],82.0
F4_highalpha_spectral_flatness,-0.037560789935568564,0.7408082085194991,[-0.26  0.18],-0.013854094759970613,0.9029224741623714,[-0.23  0.21],82.0
F4_highalpha_spectral_edge_frequency,,,,,,,82.0
F4_highalpha_spectral_diff,0.0894612947697226,0.4300203188707308,[-0.13  0.3 ],0.12633166562023498,0.2641474842484458,[-0.1   0.34],82.0
F4_beta_relative_power,-0.025799957185945337,0.8202932847361162,[-0.24  0.2 ],-0.046701898128161515,0.6808050245734111,[-0.26  0.17],82.0
F4_beta_spectral_entropy,-0.17496728382431442,0.1205842953692542,[-0.38  0.05],-0.17811131221040305,0.11395335281979806,[-0.38  0.04],82.0
F4_beta_spectral_flatness,-0.17661949430833776,0.11706369958276884,[-0.38  0.04],-0.18377843886418554,0.10271631479175289,[-0.39  0.04],82.0
F4_beta_spectral_edge_frequency,,,,,,,82.0
F4_beta_spectral_diff,0.07288166773379016,0.5205686040555504,[-0.15  0.29],0.1291213013163869,0.253659521942984,[-0.09  0.34],82.0
F4_lowgamma_relative_power,0.01111339730647181,0.9220594889721782,[-0.21  0.23],-0.012511387899719579,0.91229174817949,[-0.23  0.21],82.0
F4_lowgamma_spectral_entropy,-0.12384493002521618,0.27374056757459797,[-0.33  0.1 ],-0.07751408816190143,0.49433847516500184,[-0.29  0.14],82.0
F4_lowgamma_spectral_flatness,-0.12763940124061254,0.2591949487663623,[-0.34  0.09],-0.08291260636967257,0.4646682118415526,[-0.3   0.14],82.0
F4_lowgamma_spectral_edge_frequency,,,,,,,82.0
F4_lowgamma_spectral_diff,-0.0693764642374306,0.5408730352195041,[-0.28  0.15],-0.007046847801155118,0.9505328128730743,[-0.23  0.21],82.0
F7_delta_relative_power,0.22156332381928587,0.04825046188099025,[0.   0.42],0.21016013543146572,0.06133119259012051,[-0.01  0.41],82.0
F7_delta_spectral_entropy,0.044957752361529976,0.6921153568352796,[-0.18  0.26],-0.03343871779230238,0.7684062863069481,[-0.25  0.19],82.0
F7_delta_spectral_flatness,0.04773603687193888,0.6741317974618257,[-0.17  0.26],-0.02847961611666979,0.8019909958041498,[-0.25  0.19],82.0
F7_delta_spectral_edge_frequency,,,,,,,82.0
F7_delta_spectral_diff,0.06551010989067728,0.5637103907136765,[-0.16  0.28],0.048663007310176545,0.6681713945381221,[-0.17  0.27],82.0
F7_theta_relative_power,-0.1293126659427101,0.2529506358433587,[-0.34  0.09],-0.11178196588553597,0.3235588617817463,[-0.32  0.11],82.0
F7_theta_spectral_entropy,-0.15404901004451454,0.17246365538672193,[-0.36  0.07],-0.2339420170724544,0.036744986030257214,[-0.43 -0.01],82.0
F7_theta_spectral_flatness,-0.15306729599754607,0.17524832088396475,[-0.36  0.07],-0.23414078108251155,0.036580827148901957,[-0.43 -0.02],82.0
F7_theta_spectral_edge_frequency,,,,,,,82.0
F7_theta_spectral_diff,0.0813564696571917,0.4731196848215604,[-0.14  0.3 ],-0.011912409104203553,0.9164752992946658,[-0.23  0.21],82.0
F7_lowalpha_relative_power,0.06003281915335247,0.5968217243828957,[-0.16  0.28],0.11856324110995538,0.29488202391070467,[-0.1   0.33],82.0
F7_lowalpha_spectral_entropy,0.0018153348255393594,0.9872492995637372,[-0.22  0.22],-0.06468297920782494,0.5686544886105123,[-0.28  0.16],82.0
F7_lowalpha_spectral_flatness,-0.000598600069180917,0.995795346393109,[-0.22  0.22],-0.06551344766329367,0.5636904807039105,[-0.28  0.16],82.0
F7_lowalpha_spectral_edge_frequency,,,,,,,82.0
F7_lowalpha_spectral_diff,-0.048500788302108785,0.6692129928365458,[-0.27  0.17],-0.039463780954921764,0.7281744639416964,[-0.26  0.18],82.0
F7_highalpha_relative_power,-0.0376458318745366,0.7402421303554665,[-0.26  0.18],-0.04346150410535866,0.7018722050234194,[-0.26  0.18],82.0
F7_highalpha_spectral_entropy,0.003757209900925348,0.973613411860777,[-0.22  0.22],0.04996506106362881,0.6598338172746105,[-0.17  0.27],82.0
F7_highalpha_spectral_flatness,0.0032922456508839943,0.9768778591816737,[-0.22  0.22],0.05421313461370411,0.6329228661538477,[-0.17  0.27],82.0
F7_highalpha_spectral_edge_frequency,,,,,,,82.0
F7_highalpha_spectral_diff,0.031050056306247922,0.7845340996160514,[-0.19  0.25],0.04005820542408608,0.7242427624462975,[-0.18  0.26],82.0
F7_beta_relative_power,-0.06682537886526141,0.5558905846363575,[-0.28  0.16],-0.020609910291108265,0.856007595917071,[-0.24  0.2 ],82.0
F7_beta_spectral_entropy,-0.12737872616846363,0.2601770848228882,[-0.34  0.09],-0.14218641090285594,0.20834047586544108,[-0.35  0.08],82.0
F7_beta_spectral_flatness,-0.12952576931655718,0.252162815398983,[-0.34  0.09],-0.1472024141000557,0.192572100238255,[-0.36  0.07],82.0
F7_beta_spectral_edge_frequency,,,,,,,82.0
F7_beta_spectral_diff,0.09066305416909115,0.4238258263799426,[-0.13  0.3 ],0.11225876285161207,0.3214862055996763,[-0.11  0.32],82.0
F7_lowgamma_relative_power,-0.07318228017874341,0.5188453703759046,[-0.29  0.15],-0.12372183948504295,0.27422140201618483,[-0.33  0.1 ],82.0
F7_lowgamma_spectral_entropy,-0.18035223347581592,0.10940157210078334,[-0.38  0.04],-0.1968446670698355,0.08010293170261688,[-0.4   0.02],82.0
F7_lowgamma_spectral_flatness,-0.17694091150225463,0.11638810088588766,[-0.38  0.04],-0.19650045047506262,0.08064295076330567,[-0.4   0.02],82.0
F7_lowgamma_spectral_edge_frequency,,,,,,,82.0
F7_lowgamma_spectral_diff,-0.039341325766085955,0.7289852951980602,[-0.26  0.18],-0.004520143314748557,0.9682579295623508,[-0.22  0.22],82.0
F8_delta_relative_power,0.15372516193322042,0.17337865119450946,[-0.07  0.36],0.125730517381091,0.26644542582306785,[-0.1   0.34],82.0
F8_delta_spectral_entropy,0.2250337214277326,0.04475974149638969,[0.01 0.42],0.1527216267954872,0.17623661239184757,[-0.07  0.36],82.0
F8_delta_spectral_flatness,0.22408611881724247,0.045691493494080346,[0.   0.42],0.15928747947428099,0.15815135928054366,[-0.06  0.37],82.0
F8_delta_spectral_edge_frequency,,,,,,,82.0
F8_delta_spectral_diff,0.1734112652506877,0.12397369358043114,[-0.05  0.38],0.14782127586109947,0.1906879323938499,[-0.07  0.36],82.0
F8_theta_relative_power,-0.14332898138787395,0.20467040959173677,[-0.35  0.08],-0.16908774032025553,0.13377420049655467,[-0.37  0.05],82.0
F8_theta_spectral_entropy,-0.1322984907694728,0.24206513259465473,[-0.34  0.09],-0.03976876122669101,0.7261563494337377,[-0.26  0.18],82.0
F8_theta_spectral_flatness,-0.1321117027762007,0.24273648110365836,[-0.34  0.09],-0.03592931719114463,0.7516943583796243,[-0.25  0.19],82.0
F8_theta_spectral_edge_frequency,,,,,,,82.0
F8_theta_spectral_diff,0.17035281445089281,0.13084762845609263,[-0.05  0.38],0.18671918318885147,0.09723625929768417,[-0.03  0.39],82.0
F8_lowalpha_relative_power,-0.07264407222606582,0.5219326418890345,[-0.29  0.15],-0.07590116694818679,0.5033919226131311,[-0.29  0.15],82.0
F8_lowalpha_spectral_entropy,0.0073671485797917454,0.9482874006947746,[-0.21  0.23],-0.027211605377633032,0.8106389842846695,[-0.25  0.19],82.0
F8_lowalpha_spectral_flatness,0.007577878177068857,0.9468103365040765,[-0.21  0.23],-0.032565509458776565,0.7742910396771955,[-0.25  0.19],82.0
F8_lowalpha_spectral_edge_frequency,,,,,,,82.0
F8_lowalpha_spectral_diff,-0.08877853518442506,0.43356245637073865,[-0.3   0.13],-0.06499927120951292,0.5667614837396181,[-0.28  0.16],82.0
F8_highalpha_relative_power,0.019586559493367166,0.8630862540189522,[-0.2   0.24],-0.030000768773519218,0.7916479328201786,[-0.25  0.19],82.0
F8_highalpha_spectral_entropy,-0.1372009550430208,0.22490139353129054,[-0.35  0.09],-0.23756721083133236,0.03384588488376629,[-0.43 -0.02],82.0
F8_highalpha_spectral_flatness,-0.13542930474109513,0.2310028151742746,[-0.34  0.09],-0.2386473134232899,0.03302013923619277,[-0.44 -0.02],82.0
F8_highalpha_spectral_edge_frequency,,,,,,,82.0
F8_highalpha_spectral_diff,0.03464866907909423,0.7602737945956327,[-0.19  0.25],0.002206862114715089,0.9844995666595635,[-0.22  0.22],82.0
F8_beta_relative_power,-0.15365202503562606,0.17358578267462357,[-0.36  0.07],-0.16052681828652063,0.15489818700426417,[-0.37  0.06],82.0
F8_beta_spectral_entropy,-0.16551893697710396,0.142297727994978,[-0.37  0.06],-0.1356386579600303,0.2302758703771767,[-0.35  0.09],82.0
F8_beta_spectral_flatness,-0.1659286667528071,0.14129887200853433,[-0.37  0.06],-0.13271630454442537,0.24056807775188718,[-0.34  0.09],82.0
F8_beta_spectral_edge_frequency,,,,,,,82.0
F8_beta_spectral_diff,0.0918428672797331,0.41779455613649596,[-0.13  0.31],0.16406422993724507,0.14588704178884676,[-0.06  0.37],82.0
F8_lowgamma_relative_power,0.01718227346429311,0.8797585345020984,[-0.2   0.24],0.010490897519362826,0.9264126857624166,[-0.21  0.23],82.0
F8_lowgamma_spectral_entropy,-0.07208049486228343,0.5251753361715525,[-0.29  0.15],0.050138388337529274,0.6587270226297957,[-0.17  0.27],82.0
F8_lowgamma_spectral_flatness,-0.07932659815499415,0.4842675464359104,[-0.29  0.14],0.04824844324050785,0.6708345256416168,[-0.17  0.27],82.0
F8_lowgamma_spectral_edge_frequency,,,,,,,82.0
F8_lowgamma_spectral_diff,0.1131933026939109,0.31744844334448713,[-0.11  0.32],0.14247611805467908,0.2074055070706786,[-0.08  0.35],82.0
Fp1_delta_relative_power,0.12306720315870112,0.27678814238140453,[-0.1   0.33],0.06363257234419147,0.574962332922101,[-0.16  0.28],82.0
Fp1_delta_spectral_entropy,0.1546322806982794,0.17082463309119536,[-0.07  0.36],0.05393914807608964,0.6346447139839779,[-0.17  0.27],82.0
Fp1_delta_spectral_flatness,0.1556157350929723,0.16808702794641628,[-0.07  0.36],0.05680035211703371,0.6167608158396197,[-0.16  0.27],82.0
Fp1_delta_spectral_edge_frequency,,,,,,,82.0
Fp1_delta_spectral_diff,0.11506547963597052,0.30945806522786085,[-0.11  0.33],0.09927292723780094,0.380966791476534,[-0.12  0.31],82.0
Fp1_theta_relative_power,-0.13523891245421196,0.23166530818235026,[-0.34  0.09],-0.14090936317674277,0.2124975871864963,[-0.35  0.08],82.0
Fp1_theta_spectral_entropy,-0.08963497275280723,0.4291219187059826,[-0.3   0.13],0.01829508084032299,0.8720349297488581,[-0.2   0.24],82.0
Fp1_theta_spectral_flatness,-0.08967727480240731,0.4289032611332808,[-0.3   0.13],0.018140532812077774,0.8731068950804471,[-0.2   0.24],82.0
Fp1_theta_spectral_edge_frequency,,,,,,,82.0
Fp1_theta_spectral_diff,0.13018294303413838,0.24974388406797826,[-0.09  0.34],0.07526377538763422,0.5069931716618319,[-0.15  0.29],82.0
Fp1_lowalpha_relative_power,0.018288566633910142,0.8720801084984962,[-0.2   0.24],0.022546089726791407,0.842646249833855,[-0.2   0.24],82.0
Fp1_lowalpha_spectral_entropy,0.019836257491762502,0.8613580420053766,[-0.2   0.24],0.11406828681379724,0.313697682068359,[-0.11  0.33],82.0
Fp1_lowalpha_spectral_flatness,0.018170151332411375,0.8729014393924505,[-0.2   0.24],0.1084897637304512,0.33810254315992816,[-0.11  0.32],82.0
Fp1_lowalpha_spectral_edge_frequency,,,,,,,82.0
Fp1_lowalpha_spectral_diff,-0.08052556449800258,0.47766611865866715,[-0.3   0.14],-0.0888068177825218,0.43341539938769424,[-0.3   0.13],82.0
Fp1_highalpha_relative_power,0.09199625672916602,0.4170140799757034,[-0.13  0.31],0.1239973841746151,0.27314581248645003,[-0.1   0.33],82.0
Fp1_highalpha_spectral_entropy,-0.07883525385325317,0.48698679915787846,[-0.29  0.14],0.07062228103528906,0.5336122213446515,[-0.15  0.29],82.0
Fp1_highalpha_spectral_flatness,-0.07783606540907205,0.4925414742097489,[-0.29  0.14],0.0704030249819445,0.5348865688919985,[-0.15  0.29],82.0
Fp1_highalpha_spectral_edge_frequency,,,,,,,82.0
Fp1_highalpha_spectral_diff,0.06111922033006722,0.590185586611002,[-0.16  0.28],0.06113871599209068,0.5900668048930418,[-0.16  0.28],82.0
Fp1_beta_relative_power,0.017551832851951426,0.8771922716715981,[-0.2   0.24],-0.0083478277828374,0.941415100218292,[-0.23  0.21],82.0
Fp1_beta_spectral_entropy,-0.053622051491183466,0.6366399058835399,[-0.27  0.17],-0.028636194103259488,0.800924740092231,[-0.25  0.19],82.0
Fp1_beta_spectral_flatness,-0.058841820188981625,0.6041347947978285,[-0.28  0.16],-0.0303042994977835,0.7895883139924412,[-0.25  0.19],82.0
Fp1_beta_spectral_edge_frequency,,,,,,,82.0
Fp1_beta_spectral_diff,0.18693354943336177,0.09684593105553528,[-0.03  0.39],0.1771753775828028,0.11589716570572847,[-0.04  0.38],82.0
Fp1_lowgamma_relative_power,-0.1139883180189603,0.31403928906379414,[-0.33  0.11],-0.13439656872816375,0.23461221623581605,[-0.34  0.09],82.0
Fp1_lowgamma_spectral_entropy,-0.06437418720665007,0.5705054597734546,[-0.28  0.16],-0.0045640049240265,0.9679500793063133,[-0.22  0.22],82.0
Fp1_lowgamma_spectral_flatness,-0.06758646998171401,0.5513894313452237,[-0.28  0.15],-0.008669540039679732,0.9391615457423916,[-0.23  0.21],82.0
Fp1_lowgamma_spectral_edge_frequency,,,,,,,82.0
Fp1_lowgamma_spectral_diff,-0.07507670495306817,0.5080526296696672,[-0.29  0.15],-0.06714245324383626,0.5540132460185697,[-0.28  0.15],82.0
Fp2_delta_relative_power,0.11150532967417127,0.32476531631175465,[-0.11  0.32],0.047388786971636045,0.6763698068021957,[-0.17  0.26],82.0
Fp2_delta_spectral_entropy,0.2227787189969435,0.04700327694318262,[0.   0.42],0.14978107658269474,0.18480905129529357,[-0.07  0.36],82.0
Fp2_delta_spectral_flatness,0.22133863241770077,0.0484839895164968,[0.   0.42],0.14869862509074394,0.1880396424992196,[-0.07  0.36],82.0
Fp2_delta_spectral_edge_frequency,,,,,,,82.0
Fp2_delta_spectral_diff,0.240966672451585,0.031303997416905684,[0.02 0.44],0.21805345899782633,0.052005936027718656,[-0.    0.42],82.0
Fp2_theta_relative_power,-0.11461323778854093,0.31137617254674005,[-0.33  0.11],-0.10711931008168148,0.3442761524377692,[-0.32  0.12],82.0
Fp2_theta_spectral_entropy,-0.11729536849933152,0.3001125462535778,[-0.33  0.11],0.10845536286238748,0.33825665356257406,[-0.11  0.32],82.0
Fp2_theta_spectral_flatness,-0.11833122796099908,0.2958346728695266,[-0.33  0.1 ],0.1089163029332958,0.3361953898938861,[-0.11  0.32],82.0
Fp2_theta_spectral_edge_frequency,,,,,,,82.0
Fp2_theta_spectral_diff,0.18796109531779853,0.09499196156995246,[-0.03  0.39],0.12229539659146557,0.27983485345395354,[-0.1   0.33],82.0
Fp2_lowalpha_relative_power,-0.02068818067434698,0.8554666489354132,[-0.24  0.2 ],-0.007938978487316731,0.9442797003717773,[-0.23  0.21],82.0
Fp2_lowalpha_spectral_entropy,0.05152407429691009,0.6499051303813108,[-0.17  0.27],0.03428039238724486,0.762746402708012,[-0.19  0.25],82.0
Fp2_lowalpha_spectral_flatness,0.05026701573754189,0.6579061359188068,[-0.17  0.27],0.03652544863016254,0.7477108694036712,[-0.18  0.25],82.0
Fp2_lowalpha_spectral_edge_frequency,,,,,,,82.0
Fp2_lowalpha_spectral_diff,-0.07908779717353023,0.48558813629682307,[-0.29  0.14],-0.10353822540415228,0.3607386207950358,[-0.32  0.12],82.0
Fp2_highalpha_relative_power,0.06626897650590055,0.5591922798300284,[-0.16  0.28],0.06846671004409004,0.5462056322312343,[-0.15  0.28],82.0
Fp2_highalpha_spectral_entropy,-0.07338601794155362,0.5176791071209603,[-0.29  0.15],0.06101531728191708,0.5908188214254576,[-0.16  0.28],82.0
Fp2_highalpha_spectral_flatness,-0.07256019256151851,0.5224146258347593,[-0.29  0.15],0.06163814419003131,0.5870276149941365,[-0.16  0.28],82.0
Fp2_highalpha_spectral_edge_frequency,,,,,,,82.0
Fp2_highalpha_spectral_diff,0.02201005155060932,0.8463411099386873,[-0.2   0.24],-0.022020146247523454,0.8462714972729786,[-0.24  0.2 ],82.0
Fp2_beta_relative_power,-0.10449551847276681,0.35629117457373494,[-0.32  0.12],-0.115490466247063,0.30766254895005773,[-0.33  0.11],82.0
Fp2_beta_spectral_entropy,-0.11030425094236321,0.3300366550362557,[-0.32  0.11],-0.04285438249062982,0.7058450630937492,[-0.26  0.18],82.0
Fp2_beta_spectral_flatness,-0.11433932129412194,0.3125416736739856,[-0.33  0.11],-0.043624660017921965,0.7008059073358879,[-0.26  0.18],82.0
Fp2_beta_spectral_edge_frequency,,,,,,,82.0
Fp2_beta_spectral_diff,0.0881840087516544,0.4366602720210918,[-0.13  0.3 ],0.1026156910245667,0.36505674886559614,[-0.12  0.32],82.0
Fp2_lowgamma_relative_power,-0.03690889751101922,0.7451520541927563,[-0.25  0.18],-0.031037125666068963,0.784621659180013,[-0.25  0.19],82.0
Fp2_lowgamma_spectral_entropy,-0.07765774745067566,0.49353626762873914,[-0.29  0.14],0.011320591516546581,0.920611062644946,[-0.21  0.23],82.0
Fp2_lowgamma_spectral_flatness,-0.08326166000375133,0.4627838550687139,[-0.3   0.14],0.015549039669427767,0.8911143799513432,[-0.2   0.23],82.0
Fp2_lowgamma_spectral_edge_frequency,,,,,,,82.0
Fp2_lowgamma_spectral_diff,-0.05215360796689714,0.6459129899626357,[-0.27  0.17],-0.031816694442048966,0.7793476406581342,[-0.25  0.19],82.0
Fpz_delta_relative_power,0.10189066296745103,0.3684725223199453,[-0.12  0.31],0.045603580329861296,0.6879193138748836,[-0.18  0.26],82.0
Fpz_delta_spectral_entropy,0.17612902955094503,0.11810043946941884,[-0.05  0.38],0.0737687420009917,0.5154918683998453,[-0.15  0.29],82.0
Fpz_delta_spectral_flatness,0.1777297357277507,0.11474277536465453,[-0.04  0.38],0.08075121989685927,0.4764290953720154,[-0.14  0.3 ],82.0
Fpz_delta_spectral_edge_frequency,,,,,,,82.0
Fpz_delta_spectral_diff,0.18425942139850685,0.10180389019401823,[-0.04  0.39],0.19482166094338016,0.08331837336753975,[-0.03  0.4 ],82.0
Fpz_theta_relative_power,-0.12255321681739885,0.2788146305158832,[-0.33  0.1 ],-0.1538249418660595,0.17309635601206913,[-0.36  0.07],82.0
Fpz_theta_spectral_entropy,-0.08308501797502063,0.4637369296656554,[-0.3   0.14],0.03962183107025027,0.7271283835031268,[-0.18  0.26],82.0
Fpz_theta_spectral_flatness,-0.08331259116992973,0.46250925431632106,[-0.3   0.14],0.041847713651195766,0.712449776249562,[-0.18  0.26],82.0
Fpz_theta_spectral_edge_frequency,,,,,,,82.0
Fpz_theta_spectral_diff,0.17674937088093648,0.11679034458714238,[-0.04  0.38],0.1304782027278151,0.24866228234840773,[-0.09  0.34],82.0
Fpz_lowalpha_relative_power,-0.013085203980223899,0.9082861782831168,[-0.23  0.21],-0.00869666886996882,0.9389715332420739,[-0.23  0.21],82.0
