feature,pearson,pearson p-value,pearson CI95%,spearman,spearman p-value,spearman CI95%,n
C4_highalpha_spectral_flatness,-0.3319182528932478,0.0026313953614939636,[-0.51 -0.12],-0.13368275242856165,0.23712977413141656,[-0.34  0.09],82.0
C4_highalpha_spectral_edge_frequency,,,,,,,82.0
C4_highalpha_spectral_diff,0.27733417306905256,0.012753655397420734,[0.06 0.47],0.20593228460791183,0.06685888892989025,[-0.01  0.41],82.0
C4_beta_relative_power,0.12513681426087772,0.2687281101119007,[-0.1   0.34],0.11542732854652739,0.3079288694673392,[-0.11  0.33],82.0
C4_beta_spectral_entropy,-0.0455109675540977,0.6885204584490802,[-0.26  0.18],0.023935062224580344,0.8330881767674193,[-0.2   0.24],82.0
C4_beta_spectral_flatness,-0.05769924900747498,0.6111873445269145,[-0.27  0.16],0.021262847783204083,0.8514970302595336,[-0.2   0.24],82.0
C4_beta_spectral_edge_frequency,,,,,,,82.0
C4_beta_spectral_diff,0.1252267616971942,0.2683814342581354,[-0.1   0.34],0.11924098965439649,0.292110735683579,[-0.1   0.33],82.0
C4_lowgamma_relative_power,0.10466673970590194,0.35549929377958656,[-0.12  0.32],0.08392473565397597,0.4592157959491854,[-0.14  0.3 ],82.0
C4_lowgamma_spectral_entropy,-0.2228955124752793,0.04688484215417733,[-0.42 -0.  ],-0.005839040447136331,0.9590032537217603,[-0.23  0.21],82.0
C4_lowgamma_spectral_flatness,-0.23034447051623957,0.039824171933047686,[-0.43 -0.01],0.0003672925213136583,0.9974200768184744,[-0.22  0.22],82.0
C4_lowgamma_spectral_edge_frequency,,,,,,,82.0
C4_lowgamma_spectral_diff,-0.06037221414137556,0.5947449999951777,[-0.28  0.16],-0.10288282027689728,0.3638031468497539,[-0.32  0.12],82.0
Cz_delta_relative_power,-0.048177019120071315,0.6712937601808164,[-0.27  0.17],-0.10094083043083812,0.37297680267445243,[-0.31  0.12],82.0
Cz_delta_spectral_entropy,-0.009462356348867284,0.9336100415591202,[-0.23  0.21],-0.09689105308262765,0.3925540710536458,[-0.31  0.13],82.0
Cz_delta_spectral_flatness,-0.010760516915372961,0.9245269403706542,[-0.23  0.21],-0.09521666887715512,0.40082355588025154,[-0.31  0.13],82.0
Cz_delta_spectral_edge_frequency,,,,,,,82.0
Cz_delta_spectral_diff,-0.04432694672573671,0.6962227649221591,[-0.26  0.18],-0.005626713277413462,0.9604928155675945,[-0.23  0.21],82.0
Cz_theta_relative_power,-0.016692788248102,0.8831594792361295,[-0.24  0.2 ],0.027373499643791148,0.8095335591597009,[-0.19  0.25],82.0
Cz_theta_spectral_entropy,-0.06416361229748652,0.5717693069284183,[-0.28  0.16],0.08883165431085702,0.4332862837720244,[-0.13  0.3 ],82.0
Cz_theta_spectral_flatness,-0.06757951438893743,0.5514304875910989,[-0.28  0.15],0.09210311293039658,0.4164708728525275,[-0.13  0.31],82.0
Cz_theta_spectral_edge_frequency,,,,,,,82.0
Cz_theta_spectral_diff,-0.090447691261274,0.42493213852098866,[-0.3   0.13],-0.12994688443398025,0.2506109344561055,[-0.34  0.09],82.0
Cz_lowalpha_relative_power,0.10049405424898017,0.3751070110093978,[-0.12  0.31],0.06857002151450589,0.5455987800779938,[-0.15  0.28],82.0
Cz_lowalpha_spectral_entropy,0.06418248052223641,0.5716560087211788,[-0.16  0.28],0.012772552566631519,0.9104683898787729,[-0.21  0.23],82.0
Cz_lowalpha_spectral_flatness,0.06756201844146403,0.5515337660973649,[-0.15  0.28],0.012288063091470904,0.91385128172239,[-0.21  0.23],82.0
Cz_lowalpha_spectral_edge_frequency,,,,,,,82.0
Cz_lowalpha_spectral_diff,-0.21806650926865154,0.05199154090687512,[-0.42  0.  ],-0.1645759506364004,0.14461676543619784,[-0.37  0.06],82.0
Cz_highalpha_relative_power,0.15744967985614172,0.1630684571385214,[-0.06  0.36],0.1668409243544582,0.1390939240208181,[-0.05  0.37],82.0
Cz_highalpha_spectral_entropy,-0.06658939141885643,0.557289795806714,[-0.28  0.16],0.08955602078910291,0.4295301881214628,[-0.13  0.3 ],82.0
Cz_highalpha_spectral_flatness,-0.06708694950031945,0.5543416535339751,[-0.28  0.15],0.09353622169064198,0.409225271190484,[-0.13  0.31],82.0
Cz_highalpha_spectral_edge_frequency,,,,,,,82.0
Cz_highalpha_spectral_diff,-0.04583463774931984,0.6864203760884323,[-0.26  0.18],-0.12420462269806146,0.27233872284450306,[-0.33  0.1 ],82.0
Cz_beta_relative_power,0.02033581097731403,0.8579024890199293,[-0.2   0.24],-0.007790426556883243,0.9453207055472954,[-0.23  0.21],82.0
Cz_beta_spectral_entropy,0.08289088170820481,0.46478563004620954,[-0.14  0.3 ],0.18580691849288908,0.09891116275287706,[-0.04  0.39],82.0
Cz_beta_spectral_flatness,0.07986595442412993,0.4812919004697539,[-0.14  0.29],0.1859193851622912,0.09870346358122503,[-0.04  0.39],82.0
Cz_beta_spectral_edge_frequency,,,,,,,82.0
Cz_beta_spectral_diff,0.17520662939193055,0.12006931386761027,[-0.05  0.38],0.18271262573704125,0.10476088456665159,[-0.04  0.39],82.0
Cz_lowgamma_relative_power,-0.013495581271952637,0.9054229021511866,[-0.23  0.21],-0.06517594198108904,0.5657054019888152,[-0.28  0.16],82.0
Cz_lowgamma_spectral_entropy,-0.1445627546956737,0.20075941982553905,[-0.35  0.08],0.007668059928040817,0.9461782812278425,[-0.21  0.23],82.0
Cz_lowgamma_spectral_flatness,-0.14278713329866405,0.20640509763732265,[-0.35  0.08],0.015986985744442916,0.8880671017228516,[-0.2   0.23],82.0
Cz_lowgamma_spectral_edge_frequency,,,,,,,82.0
Cz_lowgamma_spectral_diff,-0.24892003458551445,0.02597804386314938,[-0.44 -0.03],-0.22067733963934338,0.04917669457262674,[-0.42 -0.  ],82.0
F3_delta_relative_power,-0.03184356886214757,0.7791660030689724,[-0.25  0.19],0.03115601780545949,0.7838166843469435,[-0.19  0.25],82.0
F3_delta_spectral_entropy,-0.06311941011583153,0.5780556970918871,[-0.28  0.16],-0.07204901618906889,0.5253567548623438,[-0.29  0.15],82.0
F3_delta_spectral_flatness,-0.06018333640117834,0.5959003248439109,[-0.28  0.16],-0.06900917222242775,0.543022872641352,[-0.28  0.15],82.0
F3_delta_spectral_edge_frequency,,,,,,,82.0
F3_delta_spectral_diff,-0.08989181774765465,0.42779527598976796,[-0.3   0.13],-0.028425932586279484,0.8023566501644485,[-0.25  0.19],82.0
F3_theta_relative_power,-0.13174391241415326,0.24406213340349248,[-0.34  0.09],-0.08060508595623579,0.4772299924655864,[-0.3   0.14],82.0
F3_theta_spectral_entropy,-0.37733518910795827,0.0005598511940884559,[-0.55 -0.17],-0.18648857769047397,0.0976575325762611,[-0.39  0.03],82.0
F3_theta_spectral_flatness,-0.3777612286077077,0.0005511790870637291,[-0.55 -0.17],-0.1849119061518953,0.1005762538146307,[-0.39  0.04],82.0
F3_theta_spectral_edge_frequency,,,,,,,82.0
F3_theta_spectral_diff,-0.10368925780894991,0.3600346857801978,[-0.32  0.12],-0.08448192213621625,0.4562292576827227,[-0.3   0.14],82.0
F3_lowalpha_relative_power,0.14572708224042744,0.19711789100601781,[-0.08  0.35],0.12309231731985695,0.27668937796525245,[-0.1   0.33],82.0
F3_lowalpha_spectral_entropy,0.10648299491435598,0.34716644882379166,[-0.12  0.32],0.1839559755598073,0.1023787875964303,[-0.04  0.39],82.0
F3_lowalpha_spectral_flatness,0.10314169346628656,0.3625908117573564,[-0.12  0.32],0.18255747206458345,0.10506114236977857,[-0.04  0.39],82.0
F3_lowalpha_spectral_edge_frequency,,,,,,,82.0
F3_lowalpha_spectral_diff,-0.1777086874393107,0.11478644348912484,[-0.38  0.04],-0.16775911257692883,0.13690097618984973,[-0.37  0.05],82.0
F3_highalpha_relative_power,0.02769060441670554,0.8073694274496497,[-0.19  0.25],0.05853933634294188,0.60599839507793,[-0.16  0.27],82.0
F3_highalpha_spectral_entropy,-0.11180497476929536,0.3234586455553601,[-0.32  0.11],0.039107308646615074,0.730535655024903,[-0.18  0.26],82.0
F3_highalpha_spectral_flatness,-0.11477157152322923,0.31070375396386507,[-0.33  0.11],0.04099073367291288,0.7180891233755426,[-0.18  0.26],82.0
F3_highalpha_spectral_edge_frequency,,,,,,,82.0
F3_highalpha_spectral_diff,0.09721273033684356,0.39097706144143785,[-0.13  0.31],0.050019907073963726,0.6594835147488334,[-0.17  0.27],82.0
F3_beta_relative_power,-0.032830194288728194,0.7725059066841442,[-0.25  0.19],-0.039718837481464334,0.7264865775440622,[-0.26  0.18],82.0
F3_beta_spectral_entropy,0.044010812141823584,0.6982845337469921,[-0.18  0.26],0.07257832738181995,0.5223104016942333,[-0.15  0.29],82.0
F3_beta_spectral_flatness,0.03414687911910762,0.7636433983506469,[-0.19  0.25],0.0644527823537373,0.5700340751915978,[-0.16  0.28],82.0
F3_beta_spectral_edge_frequency,,,,,,,82.0
F3_beta_spectral_diff,0.17959053457408147,0.11093265369884146,[-0.04  0.38],0.18312413976984943,0.10396774641107973,[-0.04  0.39],82.0
F3_lowgamma_relative_power,-0.020155663473775145,0.8591483160775653,[-0.24  0.2 ],-0.021827070889721894,0.8476031413260328,[-0.24  0.2 ],82.0
F3_lowgamma_spectral_entropy,-0.26853689833566713,0.01601899015346328,[-0.46 -0.05],-0.1494246820381475,0.18586823749205272,[-0.36  0.07],82.0
F3_lowgamma_spectral_flatness,-0.27876131465451826,0.012282472623242937,[-0.47 -0.06],-0.16035616571561398,0.15534315472603358,[-0.37  0.06],82.0
F3_lowgamma_spectral_edge_frequency,,,,,,,82.0
F3_lowgamma_spectral_diff,-0.05720839537709837,0.6142280965863178,[-0.27  0.16],-0.06062021982924561,0.5932295278105331,[-0.28  0.16],82.0
F4_delta_relative_power,0.12333258319070763,0.2757456946376812,[-0.1   0.33],0.12879548448154285,0.2548695872122753,[-0.09  0.34],82.0
F4_delta_spectral_entropy,-0.05767933963953153,0.6113105522088227,[-0.27  0.16],-0.09385372218385013,0.40763004314907103,[-0.31  0.13],82.0
F4_delta_spectral_flatness,-0.05705748382331572,0.6151642790945819,[-0.27  0.16],-0.08807243476744152,0.4372430251765528,[-0.3   0.13],82.0
F4_delta_spectral_edge_frequency,,,,,,,82.0
F4_delta_spectral_diff,-0.08683157296334444,0.4437535927355768,[-0.3   0.14],-0.04681783655646675,0.6800556493374702,[-0.26  0.17],82.0
F4_theta_relative_power,-0.04697657286323408,0.6790301498542346,[-0.26  0.17],-0.029459689022877624,0.795322980164896,[-0.25  0.19],82.0
F4_theta_spectral_entropy,-0.3267662640823632,0.003092853742701042,[-0.51 -0.12],-0.2329999154737022,0.03753145923960835,[-0.43 -0.01],82.0
F4_theta_spectral_flatness,-0.32600464714734195,0.003166886659906182,[-0.51 -0.11],-0.23036259496998432,0.039808137042796274,[-0.43 -0.01],82.0
F4_theta_spectral_edge_frequency,,,,,,,82.0
F4_theta_spectral_diff,-0.03287945054262777,0.7721738341220953,[-0.25  0.19],-0.010637627055839703,0.9253863935609341,[-0.23  0.21],82.0
F4_lowalpha_relative_power,0.1851578828645828,0.10011646821568967,[-0.04  0.39],0.1472840759164474,0.19232270955823827,[-0.07  0.36],82.0
F4_lowalpha_spectral_entropy,0.12148278402138324,0.28306671231243735,[-0.1   0.33],0.048211415103444066,0.6710725898320068,[-0.17  0.27],82.0
F4_lowalpha_spectral_flatness,0.12263536402422082,0.278490086898695,[-0.1   0.33],0.05447920242648981,0.6312526476136762,[-0.17  0.27],82.0
F4_lowalpha_spectral_edge_frequency,,,,,,,82.0
F4_lowalpha_spectral_diff,-0.1256343598046338,0.26681424411979915,[-0.34  0.1 ],-0.11460687026909433,0.31140323407479037,[-0.33  0.11],82.0
F4_highalpha_relative_power,0.0602044178995466,0.5957713240872407,[-0.16  0.28],0.049633031301904246,0.6619560572188314,[-0.17  0.27],82.0
F4_highalpha_spectral_entropy,-0.06740565439106001,0.5524571961649534,[-0.28  0.15],-0.0059341870953388805,0.9583358063448286,[-0.23  0.21],82.0
F4_highalpha_spectral_flatness,-0.06910335203333019,0.5424712207477208,[-0.28  0.15],-0.008625245675950655,0.9394717943096018,[-0.23  0.21],82.0
F4_highalpha_spectral_edge_frequency,,,,,,,82.0
F4_highalpha_spectral_diff,0.19047082399662166,0.0905809024583588,[-0.03  0.39],0.1407049603812081,0.21316838557032053,[-0.08  0.35],82.0
F4_beta_relative_power,0.017780145197780678,0.8756074751113441,[-0.2   0.24],0.04473911500274198,0.6935379872841085,[-0.18  0.26],82.0
F4_beta_spectral_entropy,0.045296028897554644,0.6899163569297688,[-0.18  0.26],0.00954097950326888,0.9330596701261711,[-0.21  0.23],82.0
F4_beta_spectral_flatness,0.039782547032361226,0.7260651699421675,[-0.18  0.26],-0.001806302433418611,0.9873127367774228,[-0.22  0.22],82.0
F4_beta_spectral_edge_frequency,,,,,,,82.0
F4_beta_spectral_diff,0.27591203047213986,0.013238712346707307,[0.06 0.47],0.21504850868156797,0.055408663588823404,[-0.    0.42],82.0
F4_lowgamma_relative_power,-0.07122587689238652,0.5301118258827513,[-0.29  0.15],-0.10234196950553658,0.36634402829315416,[-0.31  0.12],82.0
F4_lowgamma_spectral_entropy,-0.3416106769236826,0.001927153227512062,[-0.52 -0.13],-0.24371563588631973,0.029367762741929378,[-0.44 -0.03],82.0
F4_lowgamma_spectral_flatness,-0.3426408538200218,0.0018633131686417552,[-0.52 -0.13],-0.24390975505541962,0.029234940744242675,[-0.44 -0.03],82.0
F4_lowgamma_spectral_edge_frequency,,,,,,,82.0
F4_lowgamma_spectral_diff,-0.1579146601264539,0.1618138345939853,[-0.36  0.06],-0.13663943135275988,0.22682288854197333,[-0.35  0.09],82.0
F7_delta_relative_power,0.1528162659685971,0.17596562849322786,[-0.07  0.36],0.13776189153888285,0.222993322280802,[-0.08  0.35],82.0
F7_delta_spectral_entropy,0.038500774861375604,0.7345589466348825,[-0.18  0.26],0.00869141358237872,0.9390083414315308,[-0.21  0.23],82.0
F7_delta_spectral_flatness,0.042703758636883214,0.7068319328630089,[-0.18  0.26],0.006785039859912034,0.9523684582380092,[-0.21  0.23],82.0
F7_delta_spectral_edge_frequency,,,,,,,82.0
F7_delta_spectral_diff,-0.10135116319365446,0.37102684180000045,[-0.31  0.12],-0.05213218217466979,0.6460486965695524,[-0.27  0.17],82.0
F7_theta_relative_power,-0.03254305193506164,0.7744425555921987,[-0.25  0.19],-0.04231073160059471,0.7094092724831805,[-0.26  0.18],82.0
F7_theta_spectral_entropy,-0.32240436988283805,0.0035387282477247367,[-0.51 -0.11],-0.24442323090820103,0.02888604692943102,[-0.44 -0.03],82.0
F7_theta_spectral_flatness,-0.32130456141844754,0.003659836951717993,[-0.51 -0.11],-0.23874210788900102,0.03294848243602422,[-0.44 -0.02],82.0
F7_theta_spectral_edge_frequency,,,,,,,82.0
F7_theta_spectral_diff,-0.1557271055906075,0.16777905794763498,[-0.36  0.07],-0.1700067258088124,0.13164337348319544,[-0.38  0.05],82.0
F7_lowalpha_relative_power,0.22604020255972537,0.043787362467934896,[0.01 0.42],0.17354657163580767,0.12367609942940397,[-0.05  0.38],82.0
F7_lowalpha_spectral_entropy,0.19367267147560321,0.08518976802633448,[-0.03  0.4 ],0.21714328355857535,0.05301800080660815,[-0.    0.42],82.0
F7_lowalpha_spectral_flatness,0.193315642063217,0.085778011004141,[-0.03  0.4 ],0.2145029176804067,0.056045572112381696,[-0.01  0.41],82.0
F7_lowalpha_spectral_edge_frequency,,,,,,,82.0
F7_lowalpha_spectral_diff,-0.17832298782339645,0.11351724079119212,[-0.38  0.04],-0.1571846544643495,0.16378676661249097,[-0.36  0.06],82.0
F7_highalpha_relative_power,0.07077236710268081,0.5327407679235949,[-0.15  0.29],0.0922160285060819,0.4158973078258731,[-0.13  0.31],82.0
F7_highalpha_spectral_entropy,-0.1264237309563403,0.26379674346008,[-0.34  0.1 ],-0.04813622024171864,0.6715561381209321,[-0.27  0.17],82.0
F7_highalpha_spectral_flatness,-0.12616928134910652,0.2647668869828131,[-0.34  0.1 ],-0.04432492577054026,0.6962359382330161,[-0.26  0.18],82.0
F7_highalpha_spectral_edge_frequency,,,,,,,82.0
F7_highalpha_spectral_diff,0.0917338513396771,0.4183497636367961,[-0.13  0.31],0.0865982009128493,0.4449840882975701,[-0.14  0.3 ],82.0
F7_beta_relative_power,0.04076247158713745,0.7195937576876685,[-0.18  0.26],0.03513235334138259,0.7570299896242569,[-0.19  0.25],82.0
F7_beta_spectral_entropy,0.020603127989393382,0.8560544732960998,[-0.2   0.24],0.03573238121423544,0.7530117631008891,[-0.19  0.25],82.0
F7_beta_spectral_flatness,0.013907847818796969,0.9025476578816936,[-0.21  0.23],0.03384753977420806,0.7656556094221194,[-0.19  0.25],82.0
F7_beta_spectral_edge_frequency,,,,,,,82.0
F7_beta_spectral_diff,0.2373931119265629,0.033980591379775354,[0.02 0.43],0.25974770285061627,0.01997699572231273,[0.04 0.45],82.0
F7_lowgamma_relative_power,-0.11059910885231974,0.32873756827431466,[-0.32  0.11],-0.10718462317210048,0.3439803393482357,[-0.32  0.12],82.0
F7_lowgamma_spectral_entropy,-0.12987620400181005,0.25087094623286205,[-0.34  0.09],-0.14100748871107016,0.2121760956367575,[-0.35  0.08],82.0
F7_lowgamma_spectral_flatness,-0.13214575184957833,0.24261400723730808,[-0.34  0.09],-0.14770843315704232,0.19103049400867075,[-0.36  0.07],82.0
F7_lowgamma_spectral_edge_frequency,,,,,,,82.0
F7_lowgamma_spectral_diff,-0.06141178203906872,0.5884042245658738,[-0.28  0.16],-0.08735384823540043,0.4410067199054788,[-0.3   0.13],82.0
F8_delta_relative_power,0.1687187931163837,0.1346369912666826,[-0.05  0.37],0.12342110407120398,0.275398557893811,[-0.1   0.33],82.0
F8_delta_spectral_entropy,-0.024259188717401008,0.8308611568138893,[-0.24  0.2 ],-0.05230506011268161,0.6449540526591282,[-0.27  0.17],82.0
F8_delta_spectral_flatness,-0.0251378415930566,0.8248308215344626,[-0.24  0.2 ],-0.05158800365325064,0.6494992748567991,[-0.27  0.17],82.0
F8_delta_spectral_edge_frequency,,,,,,,82.0
F8_delta_spectral_diff,-0.14794998739601678,0.19029773871672956,[-0.36  0.07],-0.13024620848191723,0.24951185780990634,[-0.34  0.09],82.0
F8_theta_relative_power,0.08920340986644262,0.4313562777765092,[-0.13  0.3 ],0.18245176810729297,0.10526608698958173,[-0.04  0.39],82.0
F8_theta_spectral_entropy,-0.2964334238877281,0.007586287998816734,[-0.48 -0.08],-0.022523388812764285,0.8428026567982645,[-0.24  0.2 ],82.0
F8_theta_spectral_flatness,-0.29651738859698873,0.0075684088094564225,[-0.48 -0.08],-0.017876587583096053,0.8749381810389768,[-0.24  0.2 ],82.0
F8_theta_spectral_edge_frequency,,,,,,,82.0
F8_theta_spectral_diff,-0.027586082795093503,0.8080825929310771,[-0.25  0.19],0.012694506130720276,0.911013234174618,[-0.21  0.23],82.0
F8_lowalpha_relative_power,0.17613473102224775,0.11808834731369762,[-0.05  0.38],0.13073848577083966,0.24771147575484842,[-0.09  0.34],82.0
F8_lowalpha_spectral_entropy,0.18701328599754952,0.09670105686545559,[-0.03  0.39],0.12599568720617538,0.26543013368576823,[-0.1   0.34],82.0
F8_lowalpha_spectral_flatness,0.18830496166921,0.0943777991776386,[-0.03  0.39],0.1309839086435459,0.24681724152854145,[-0.09  0.34],82.0
F8_lowalpha_spectral_edge_frequency,,,,,,,82.0
F8_lowalpha_spectral_diff,-0.05846125228800981,0.6064798795749708,[-0.27  0.16],-0.02086706184409009,0.8542306050461153,[-0.24  0.2 ],82.0
F8_highalpha_relative_power,-0.005097114951255446,0.9642087425775381,[-0.22  0.21],0.060446825776236196,0.5942888931768763,[-0.16  0.28],82.0
F8_highalpha_spectral_entropy,-0.23462510126471048,0.036183391692756244,[-0.43 -0.02],0.08311498846903381,0.4635751479603145,[-0.14  0.3 ],82.0
F8_highalpha_spectral_flatness,-0.23305635584822146,0.03748395008958807,[-0.43 -0.01],0.09103912932614444,0.42189790773276914,[-0.13  0.3 ],82.0
F8_highalpha_spectral_edge_frequency,,,,,,,82.0
F8_highalpha_spectral_diff,0.1599365668894403,0.15644128215482378,[-0.06  0.37],0.04906949435450704,0.6655641204729896,[-0.17  0.27],82.0
F8_beta_relative_power,-0.044332696647273455,0.6961852853627404,[-0.26  0.18],0.024111857814900797,0.8318732792664337,[-0.2   0.24],82.0
F8_beta_spectral_entropy,-0.11616796015799363,0.30481423004075525,[-0.33  0.11],0.06108543221998461,0.5903914738635876,[-0.16  0.28],82.0
F8_beta_spectral_flatness,-0.12814996543319643,0.25727861900082943,[-0.34  0.09],0.059207139020065636,0.601887439794801,[-0.16  0.28],82.0
F8_beta_spectral_edge_frequency,,,,,,,82.0
F8_beta_spectral_diff,0.3035920212573303,0.0061888034511858574,[0.09 0.49],0.24538526560090007,0.028241826805348987,[0.03 0.44],82.0
F8_lowgamma_relative_power,-0.11969929308955138,0.2902465059167571,[-0.33  0.1 ],-0.16191904607842622,0.15130342468853328,[-0.37  0.06],82.0
F8_lowgamma_spectral_entropy,-0.3222518391969024,0.00355530821434069,[-0.51 -0.11],-0.16649925804612528,0.13991667621615844,[-0.37  0.06],82.0
F8_lowgamma_spectral_flatness,-0.3256823780761739,0.003198686780916442,[-0.51 -0.11],-0.1691450772610963,0.13364049427668218,[-0.37  0.05],82.0
F8_lowgamma_spectral_edge_frequency,,,,,,,82.0
