feature,pearson,pearson p-value,pearson CI95%,spearman,spearman p-value,spearman CI95%,n
F7_lowgamma_relative_power,-0.13163825840756732,0.244443869548601,[-0.34  0.09],-0.06373667841058588,0.5743357149439852,[-0.28  0.16],82.0
F7_lowgamma_spectral_entropy,-0.029592038182667795,0.7944236415789024,[-0.25  0.19],-0.07831426275155505,0.4898789378941121,[-0.29  0.14],82.0
F7_lowgamma_spectral_flatness,-0.025823647429209902,0.8201310417054304,[-0.24  0.2 ],-0.07824957085764093,0.4902386885824508,[-0.29  0.14],82.0
F7_lowgamma_spectral_edge_frequency,,,,,,,82.0
F7_lowgamma_spectral_diff,0.06592771223099399,0.5612219519682429,[-0.16  0.28],0.0024780753389171423,0.9825949146637951,[-0.22  0.22],82.0
F8_delta_relative_power,0.015704905652332426,0.8900296637359577,[-0.2   0.23],0.12069413848178089,0.2862268734181643,[-0.1   0.33],82.0
F8_delta_spectral_entropy,0.18705117206475352,0.09663228087365326,[-0.03  0.39],0.14818052086385594,0.18960030998474622,[-0.07  0.36],82.0
F8_delta_spectral_flatness,0.18665476506884857,0.09735379554210745,[-0.03  0.39],0.15133631605098222,0.18023820113283612,[-0.07  0.36],82.0
F8_delta_spectral_edge_frequency,,,,,,,82.0
F8_delta_spectral_diff,0.13998481267254098,0.2155436679107737,[-0.08  0.35],0.260791806995392,0.019466786741541637,[0.04 0.45],82.0
F8_theta_relative_power,-0.10056789176375901,0.37475444953993153,[-0.31  0.12],-0.2403690816558541,0.03173882689831271,[-0.44 -0.02],82.0
F8_theta_spectral_entropy,0.023403795144788745,0.8367412602393655,[-0.2   0.24],-0.12137476084425254,0.28349819351122035,[-0.33  0.1 ],82.0
F8_theta_spectral_flatness,0.023121748941049233,0.8386820672750579,[-0.2   0.24],-0.12271647231300793,0.2781698952082643,[-0.33  0.1 ],82.0
F8_theta_spectral_edge_frequency,,,,,,,82.0
F8_theta_spectral_diff,-0.03909838566389318,0.7305947910670949,[-0.26  0.18],0.12827176242317329,0.25682289937243713,[-0.09  0.34],82.0
F8_lowalpha_relative_power,0.034141591616275224,0.7636789283276026,[-0.19  0.25],-0.0710723223875776,0.5310012388265781,[-0.29  0.15],82.0
F8_lowalpha_spectral_entropy,-0.02254588151056911,0.8426476843945759,[-0.24  0.2 ],-0.016438047943560942,0.884930255512494,[-0.24  0.2 ],82.0
F8_lowalpha_spectral_flatness,-0.023763113169758737,0.8342701451165025,[-0.24  0.2 ],-0.02353243385101585,0.8358563985393981,[-0.24  0.2 ],82.0
F8_lowalpha_spectral_edge_frequency,,,,,,,82.0
F8_lowalpha_spectral_diff,0.05031398628156555,0.6576064755147413,[-0.17  0.27],-0.03652627929416073,0.7477053232924611,[-0.25  0.18],82.0
F8_highalpha_relative_power,0.0657471444618839,0.5622972923758114,[-0.16  0.28],-0.14736771472943902,0.1920675226765217,[-0.36  0.07],82.0
F8_highalpha_spectral_entropy,0.004760210782554744,0.9665730326829999,[-0.22  0.22],-0.3035333976613697,0.006199255413840504,[-0.49 -0.09],82.0
F8_highalpha_spectral_flatness,0.004882415805123832,0.9657154009449973,[-0.22  0.22],-0.3084282521792825,0.005378354072863065,[-0.49 -0.1 ],82.0
F8_highalpha_spectral_edge_frequency,,,,,,,82.0
F8_highalpha_spectral_diff,0.02120916569466979,0.8518676945449652,[-0.2   0.24],-0.0554245446055184,0.6253333075194049,[-0.27  0.17],82.0
F8_beta_relative_power,-0.01984293446148898,0.8613118381999614,[-0.24  0.2 ],-0.25726522047909567,0.021236233744228925,[-0.45 -0.04],82.0
F8_beta_spectral_entropy,-0.02354150395998243,0.8357940160332229,[-0.24  0.2 ],-0.2380422476007565,0.03348060773015859,[-0.44 -0.02],82.0
F8_beta_spectral_flatness,-0.023255561034960893,0.8377611631975364,[-0.24  0.2 ],-0.23758170062477502,0.03383469382741702,[-0.43 -0.02],82.0
F8_beta_spectral_edge_frequency,,,,,,,82.0
F8_beta_spectral_diff,-0.029206614615663783,0.7970434123634746,[-0.25  0.19],-0.1100535585205208,0.3311437172367362,[-0.32  0.11],82.0
F8_lowgamma_relative_power,-0.031459072126926196,0.7817658430374996,[-0.25  0.19],0.11829704497757751,0.29597519920047055,[-0.1   0.33],82.0
F8_lowgamma_spectral_entropy,0.11808306273169482,0.29685587621032417,[-0.1   0.33],0.1803390368905338,0.10942795820444289,[-0.04  0.38],82.0
F8_lowgamma_spectral_flatness,0.11436117593135431,0.3124485799574567,[-0.11  0.33],0.18272859814377787,0.10473001227735035,[-0.04  0.39],82.0
F8_lowgamma_spectral_edge_frequency,,,,,,,82.0
F8_lowgamma_spectral_diff,0.11868038946525226,0.2944017779410427,[-0.1   0.33],0.17812583173273092,0.11392339720835996,[-0.04  0.38],82.0
Fp1_delta_relative_power,-0.11327911915771688,0.31707930726831834,[-0.32  0.11],-0.052201898757640156,0.6456071683028324,[-0.27  0.17],82.0
Fp1_delta_spectral_entropy,0.16151741612136317,0.15233398436296738,[-0.06  0.37],0.03009764864250824,0.7909903952186618,[-0.19  0.25],82.0
Fp1_delta_spectral_flatness,0.16036200458591132,0.15532791446997438,[-0.06  0.37],0.032298604153034996,0.776092334184276,[-0.19  0.25],82.0
Fp1_delta_spectral_edge_frequency,,,,,,,82.0
Fp1_delta_spectral_diff,0.04118749920587125,0.7167929643979407,[-0.18  0.26],0.05279058370228693,0.6418838103412466,[-0.17  0.27],82.0
Fp1_theta_relative_power,0.08415711285197774,0.4579689427288365,[-0.14  0.3 ],0.029992420087962723,0.7917046033602457,[-0.19  0.25],82.0
Fp1_theta_spectral_entropy,0.12226160739473206,0.2799687451731028,[-0.1   0.33],0.22974353600578176,0.04035887572863919,[0.01 0.43],82.0
Fp1_theta_spectral_flatness,0.12072813680160749,0.28609015948711697,[-0.1   0.33],0.2260013804932076,0.043824542093424214,[0.01 0.42],82.0
Fp1_theta_spectral_edge_frequency,,,,,,,82.0
Fp1_theta_spectral_diff,-0.04693082228555196,0.6793256570710715,[-0.26  0.17],0.046948703900370606,0.6792101523097789,[-0.17  0.26],82.0
Fp1_lowalpha_relative_power,0.054743974229846004,0.6295923956232116,[-0.17  0.27],-0.01416558000849129,0.9007508068557628,[-0.23  0.21],82.0
Fp1_lowalpha_spectral_entropy,0.00767159694249171,0.9461534920903683,[-0.21  0.23],0.004777190665952327,0.9664538660031485,[-0.22  0.22],82.0
Fp1_lowalpha_spectral_flatness,0.005453436952191649,0.9617085202473028,[-0.21  0.22],-0.004071749287433199,0.9714053184176146,[-0.22  0.22],82.0
Fp1_lowalpha_spectral_edge_frequency,,,,,,,82.0
Fp1_lowalpha_spectral_diff,0.08220414456815239,0.46850566056987575,[-0.14  0.3 ],-0.0761810790048904,0.5018146222332958,[-0.29  0.15],82.0
Fp1_highalpha_relative_power,0.10579566032418487,0.3503054446253213,[-0.12  0.32],0.013206016128191264,0.9074431271756528,[-0.21  0.23],82.0
Fp1_highalpha_spectral_entropy,0.05797606961938225,0.6094753796718423,[-0.16  0.27],0.004541362992703213,0.968108995017384,[-0.22  0.22],82.0
Fp1_highalpha_spectral_flatness,0.05770738070170565,0.6111370252299357,[-0.16  0.27],0.0013205863020591304,0.9907241732993737,[-0.22  0.22],82.0
Fp1_highalpha_spectral_edge_frequency,,,,,,,82.0
Fp1_highalpha_spectral_diff,-0.009692228716506985,0.9320009961097344,[-0.23  0.21],-0.08413157718312005,0.45810586686039056,[-0.3   0.14],82.0
Fp1_beta_relative_power,0.07396229782556986,0.5143875055206923,[-0.15  0.29],-0.09992315360716686,0.3778397428909541,[-0.31  0.12],82.0
Fp1_beta_spectral_entropy,0.10969758305536027,0.3327197526104415,[-0.11  0.32],-0.04769650623874507,0.6743864284132841,[-0.26  0.17],82.0
Fp1_beta_spectral_flatness,0.10786182534594595,0.3409225695950019,[-0.11  0.32],-0.0449897511877213,0.6919072359384414,[-0.26  0.18],82.0
Fp1_beta_spectral_edge_frequency,,,,,,,82.0
Fp1_beta_spectral_diff,0.01522213217576993,0.8933900700878592,[-0.21  0.23],-0.07969398853435467,0.4822395806200048,[-0.29  0.14],82.0
Fp1_lowgamma_relative_power,-0.1032420282600914,0.3621215994261716,[-0.32  0.12],0.03115665804469245,0.7838123501364355,[-0.19  0.25],82.0
Fp1_lowgamma_spectral_entropy,0.2140759575701144,0.05654815319935916,[-0.01  0.41],0.213549305398036,0.05717314378943737,[-0.01  0.41],82.0
Fp1_lowgamma_spectral_flatness,0.20872915928074343,0.06315899621047903,[-0.01  0.41],0.21003641309141008,0.061487508927747854,[-0.01  0.41],82.0
Fp1_lowgamma_spectral_edge_frequency,,,,,,,82.0
Fp1_lowgamma_spectral_diff,0.05881435367966345,0.6043039115112574,[-0.16  0.27],0.01889040072605984,0.8679078831575637,[-0.2   0.24],82.0
Fp2_delta_relative_power,-0.09689215002306086,0.3925486869305125,[-0.31  0.13],-0.04889437213903939,0.6666868990537747,[-0.27  0.17],82.0
Fp2_delta_spectral_entropy,0.15709627312469135,0.16402682941279928,[-0.06  0.36],0.015411196336305244,0.8920738379582797,[-0.2   0.23],82.0
Fp2_delta_spectral_flatness,0.15708434255400655,0.16405925532322654,[-0.06  0.36],0.02001677413332315,0.8601090534025745,[-0.2   0.24],82.0
Fp2_delta_spectral_edge_frequency,,,,,,,82.0
Fp2_delta_spectral_diff,0.09497470738927,0.40202698706682405,[-0.13  0.31],0.17864117287376002,0.11286411575845973,[-0.04  0.38],82.0
Fp2_theta_relative_power,0.020925192693570627,0.8538290043698755,[-0.2   0.24],-0.07735875633706962,0.4952066321081152,[-0.29  0.14],82.0
Fp2_theta_spectral_entropy,0.08854020932633767,0.43480276842761423,[-0.13  0.3 ],0.09792968544699049,0.38747582169873696,[-0.12  0.31],82.0
Fp2_theta_spectral_flatness,0.08614608919808917,0.44737334769919546,[-0.14  0.3 ],0.09827730855353382,0.38578497914495713,[-0.12  0.31],82.0
Fp2_theta_spectral_edge_frequency,,,,,,,82.0
Fp2_theta_spectral_diff,-0.05391168343160555,0.6348174206258876,[-0.27  0.17],0.08985544205442719,0.42798301941048644,[-0.13  0.3 ],82.0
Fp2_lowalpha_relative_power,0.04586772464087411,0.6862058304396181,[-0.18  0.26],-0.041586531031611515,0.7141668691724852,[-0.26  0.18],82.0
Fp2_lowalpha_spectral_entropy,0.010256352560150193,0.9280534471289398,[-0.21  0.23],-0.0726081580962424,0.5221389819031302,[-0.29  0.15],82.0
Fp2_lowalpha_spectral_flatness,0.009924930806883989,0.9303724208878721,[-0.21  0.23],-0.07532827880753226,0.5066281259679521,[-0.29  0.15],82.0
Fp2_lowalpha_spectral_edge_frequency,,,,,,,82.0
Fp2_lowalpha_spectral_diff,0.03228204827197079,0.7762041057797505,[-0.19  0.25],-0.09715801870768984,0.39124501635038567,[-0.31  0.13],82.0
Fp2_highalpha_relative_power,0.06135415742573393,0.5887548990381024,[-0.16  0.28],-0.07786774911991347,0.4923648286953527,[-0.29  0.14],82.0
Fp2_highalpha_spectral_entropy,0.06346570009415159,0.5759674035244808,[-0.16  0.28],0.006859398676116966,0.9518470717517731,[-0.21  0.23],82.0
Fp2_highalpha_spectral_flatness,0.0627560563506578,0.5802506408776704,[-0.16  0.28],0.0073820456241964795,0.9481829772542205,[-0.21  0.23],82.0
Fp2_highalpha_spectral_edge_frequency,,,,,,,82.0
Fp2_highalpha_spectral_diff,-0.012436447927205762,0.9128150363048936,[-0.23  0.21],-0.13964310671541544,0.21667724173905553,[-0.35  0.08],82.0
Fp2_beta_relative_power,0.0036496947317880184,0.9743682238782438,[-0.22  0.22],-0.1305105891908111,0.2485438393691153,[-0.34  0.09],82.0
Fp2_beta_spectral_entropy,0.015482413698423635,0.8915781103408609,[-0.2   0.23],-0.07295520777207112,0.5201467754051261,[-0.29  0.15],82.0
Fp2_beta_spectral_flatness,0.015790234374528225,0.8894359219743551,[-0.2   0.23],-0.08050459414005225,0.4777811637586409,[-0.3   0.14],82.0
Fp2_beta_spectral_edge_frequency,,,,,,,82.0
Fp2_beta_spectral_diff,-0.05837287914599239,0.6070250112095088,[-0.27  0.16],-0.17785556424583096,0.1144819907666485,[-0.38  0.04],82.0
Fp2_lowgamma_relative_power,-0.0001470073922484997,0.9989673943754003,[-0.22  0.22],0.15188296951468744,0.17865131242265106,[-0.07  0.36],82.0
Fp2_lowgamma_spectral_entropy,0.13472754948358132,0.23345120255513568,[-0.09  0.34],0.07627068466685183,0.501310238206212,[-0.15  0.29],82.0
Fp2_lowgamma_spectral_flatness,0.13179127523320633,0.24389114119295785,[-0.09  0.34],0.08824992180185043,0.4363162131054351,[-0.13  0.3 ],82.0
Fp2_lowgamma_spectral_edge_frequency,,,,,,,82.0
Fp2_lowgamma_spectral_diff,0.07491535987222928,0.5089673082354573,[-0.15  0.29],0.15005105099267754,0.18400962170323348,[-0.07  0.36],82.0
Fpz_delta_relative_power,-0.07433238843626665,0.5122792592292857,[-0.29  0.15],-0.029997650629919444,0.7916690985265763,[-0.25  0.19],82.0
Fpz_delta_spectral_entropy,0.14485900479664918,0.1998283402083872,[-0.08  0.35],0.004463095969665882,0.9686583331086206,[-0.22  0.22],82.0
Fpz_delta_spectral_flatness,0.14452699771071975,0.20087200948476527,[-0.08  0.35],0.008849006851691066,0.9379046094042629,[-0.21  0.23],82.0
Fpz_delta_spectral_edge_frequency,,,,,,,82.0
Fpz_delta_spectral_diff,0.11161312421393509,0.32429486618491044,[-0.11  0.32],0.20271753308409082,0.07132566541724719,[-0.02  0.4 ],82.0
Fpz_theta_relative_power,0.06342652299919185,0.576203484776217,[-0.16  0.28],-0.014630424149500252,0.8975112844091258,[-0.23  0.21],82.0
Fpz_theta_spectral_entropy,0.11904622020118275,0.2929053778103045,[-0.1   0.33],0.21985306966289328,0.05005149916576103,[0.   0.42],82.0
Fpz_theta_spectral_flatness,0.11822332957285864,0.29627839251199634,[-0.1   0.33],0.2175734656950119,0.05253766900135228,[-0.    0.42],82.0
Fpz_theta_spectral_edge_frequency,,,,,,,82.0
Fpz_theta_spectral_diff,0.019778176262663427,0.8617599765436316,[-0.2   0.24],0.14925959692851692,0.18636035049316277,[-0.07  0.36],82.0
Fpz_lowalpha_relative_power,0.037939140533150825,0.7382907931937219,[-0.18  0.26],-0.05514791845260961,0.6270629973199897,[-0.27  0.17],82.0
Fpz_lowalpha_spectral_entropy,-0.007152697031954002,0.9497907320151961,[-0.23  0.21],-0.005171095963636411,0.9636896071351372,[-0.22  0.21],82.0
Fpz_lowalpha_spectral_flatness,-0.008468836253593518,0.9405673959567611,[-0.23  0.21],-0.005471454277617678,0.9615821067870842,[-0.22  0.21],82.0
Fpz_lowalpha_spectral_edge_frequency,,,,,,,82.0
Fpz_lowalpha_spectral_diff,0.05183799677597303,0.6479131736053354,[-0.17  0.27],-0.09504618539823799,0.4016712596338703,[-0.31  0.13],82.0
Fpz_highalpha_relative_power,0.06368358414757985,0.57465525151893,[-0.16  0.28],-0.09955749669177828,0.379596335994399,[-0.31  0.12],82.0
Fpz_highalpha_spectral_entropy,0.05897012290423718,0.6033450858891589,[-0.16  0.28],0.011468518756487935,0.919577109852772,[-0.21  0.23],82.0
Fpz_highalpha_spectral_flatness,0.058781613668058716,0.604505525438428,[-0.16  0.27],0.006338933135279497,0.9554968655430061,[-0.21  0.23],82.0
Fpz_highalpha_spectral_edge_frequency,,,,,,,82.0
Fpz_highalpha_spectral_diff,0.02569609879767004,0.8210046495780807,[-0.2   0.24],-0.05041996960089229,0.6569305265397405,[-0.27  0.17],82.0
Fpz_beta_relative_power,0.018445891466256838,0.8709891096276781,[-0.2   0.24],-0.11215725199591169,0.32192676358815125,[-0.32  0.11],82.0
Fpz_beta_spectral_entropy,0.07998795782246665,0.4806201599872737,[-0.14  0.29],-0.0450601220684587,0.6914496228411636,[-0.26  0.18],82.0
Fpz_beta_spectral_flatness,0.07902377512111244,0.4859425083281319,[-0.14  0.29],-0.052511779250748736,0.6436461201264432,[-0.27  0.17],82.0
Fpz_beta_spectral_edge_frequency,,,,,,,82.0
Fpz_beta_spectral_diff,-0.062440813481247553,0.5821580539791296,[-0.28  0.16],-0.18280480823316772,0.10458280701219903,[-0.39  0.04],82.0
Fpz_lowgamma_relative_power,-0.044043983594384856,0.6980680930636506,[-0.26  0.18],0.09250281745495773,0.4144425946204502,[-0.13  0.31],82.0
Fpz_lowgamma_spectral_entropy,0.17440759649193197,0.1217951475441044,[-0.05  0.38],0.16323414321082408,0.14796540266190067,[-0.06  0.37],82.0
Fpz_lowgamma_spectral_flatness,0.1722248683588513,0.12660657995020766,[-0.05  0.38],0.16298176448124335,0.14860168223357614,[-0.06  0.37],82.0
Fpz_lowgamma_spectral_edge_frequency,,,,,,,82.0
Fpz_lowgamma_spectral_diff,0.11957395655673173,0.2907555524796526,[-0.1   0.33],0.11509967599280559,0.30931333916174175,[-0.11  0.33],82.0
Fz_delta_relative_power,-0.017238996586614465,0.8793645614760118,[-0.24  0.2 ],-0.006087686517497857,0.9572590787324046,[-0.23  0.21],82.0
Fz_delta_spectral_entropy,0.20649357751374944,0.06610266570483983,[-0.01  0.41],0.15623979138589142,0.16636669914510283,[-0.07  0.36],82.0
Fz_delta_spectral_flatness,0.20865926016527478,0.06324939798752491,[-0.01  0.41],0.16358103403308683,0.14709417969773933,[-0.06  0.37],82.0
Fz_delta_spectral_edge_frequency,,,,,,,82.0
Fz_delta_spectral_diff,0.10459813008888555,0.35581647545423833,[-0.12  0.32],0.20208308342635614,0.07223492521296036,[-0.02  0.4 ],82.0
Fz_theta_relative_power,-0.03553092017180935,0.7543601684143607,[-0.25  0.19],-0.15649673200699787,0.1656621795695119,[-0.36  0.07],82.0
Fz_theta_spectral_entropy,0.08640480205385999,0.4460052622440954,[-0.14  0.3 ],-0.07196995271680262,0.525812554096549,[-0.29  0.15],82.0
Fz_theta_spectral_flatness,0.08754931184443235,0.43998115423798057,[-0.13  0.3 ],-0.07082077821066875,0.5324598264088334,[-0.29  0.15],82.0
Fz_theta_spectral_edge_frequency,,,,,,,82.0
Fz_theta_spectral_diff,-0.03128027234291946,0.7829756450863672,[-0.25  0.19],0.05858224373468156,0.6057338895229143,[-0.16  0.27],82.0
Fz_lowalpha_relative_power,0.04894933470704136,0.6663344330544394,[-0.17  0.27],-0.019170143838245834,0.8659697795267824,[-0.24  0.2 ],82.0
Fz_lowalpha_spectral_entropy,-0.019746128255458,0.8619817706496199,[-0.24  0.2 ],-0.012833613409349217,0.9100421512430301,[-0.23  0.21],82.0
Fz_lowalpha_spectral_flatness,-0.01987912744579404,0.8610613953239885,[-0.24  0.2 ],-0.01578034268393506,0.8895047480891268,[-0.23  0.2 ],82.0
Fz_lowalpha_spectral_edge_frequency,,,,,,,82.0
Fz_lowalpha_spectral_diff,0.0004966766683243544,0.9965112661934968,[-0.22  0.22],-0.15106794116436484,0.1810210181847553,[-0.36  0.07],82.0
Fz_highalpha_relative_power,0.007396322333330594,0.9480829029813469,[-0.21  0.23],-0.1540164066704831,0.1725556118365163,[-0.36  0.07],82.0
Fz_highalpha_spectral_entropy,0.0646169694073146,0.5690499301106859,[-0.16  0.28],-0.04712112299586317,0.6780968051992402,[-0.26  0.17],82.0
Fz_highalpha_spectral_flatness,0.06612421055317645,0.5600528496994563,[-0.16  0.28],-0.046427874676655836,0.6825774196944053,[-0.26  0.18],82.0
Fz_highalpha_spectral_edge_frequency,,,,,,,82.0
Fz_highalpha_spectral_diff,0.05813281664800632,0.6085069239350632,[-0.16  0.27],0.06046384720845226,0.5941848617895524,[-0.16  0.28],82.0
Fz_beta_relative_power,0.004683527793499406,0.9671112113719849,[-0.22  0.22],-0.17095539623472958,0.12947087827741072,[-0.38  0.05],82.0
Fz_beta_spectral_entropy,-0.03266266211594994,0.7736356695073279,[-0.25  0.19],-0.13484177676276224,0.2330514450675924,[-0.34  0.09],82.0
Fz_beta_spectral_flatness,-0.03167926660784094,0.7802766660623892,[-0.25  0.19],-0.1362140751491429,0.22828604980636133,[-0.35  0.09],82.0
Fz_beta_spectral_edge_frequency,,,,,,,82.0
